ORDER_ID,CUST_ID,order_dt,region,status
390,2692,2024-08-17,Northeast,completed
391,1056,2024-07-20,West,completed
392,3310,2026-03-15,Southwest,completed
393,1454,2025-09-23,Southwest,completed
394,4466,2026-03-08,Southwest,completed
395,2502,2026-05-12,Northeast,completed
396,4057,2025-03-21,West,completed
397,3369,2024-07-07,Southwest,completed
398,970,2024-08-20,Midwest,completed
399,1009,2024-02-25,Midwest,completed
400,1879,2026-02-12,Northeast,completed
401,1994,2025-06-15,Northeast,completed
402,4939,2026-03-29,West,returned
403,2653,2025-04-05,Northeast,completed
404,2888,2025-06-29,Midwest,completed
405,3570,2024-10-23,Southwest,completed
406,2505,2025-01-01,West,completed
407,2924,2025-05-06,Midwest,completed
408,730,2025-05-28,Midwest,completed
409,4773,2025-07-27,Southeast,completed
410,688,2024-12-05,Southwest,completed
411,4634,2025-11-14,West,completed
412,1530,2024-09-05,Southwest,completed
413,280,2024-06-04,Midwest,completed
414,3562,2026-01-02,West,completed
415,4808,2026-04-06,Northeast,completed
416,2214,2024-04-27,West,completed
417,1254,2025-11-02,West,completed
418,111,2025-02-18,Northeast,completed
419,3252,2025-08-01,Midwest,cancelled
420,4302,2024-12-25,Northeast,completed
421,4352,2024-11-16,Southwest,cancelled
422,2373,2025-07-04,Northeast,completed
423,2528,2025-05-03,Midwest,completed
424,248,2025-12-01,West,completed
425,3056,2024-01-06,Northeast,completed
426,861,2024-07-08,Southwest,completed
427,1866,2026-07-12,Southwest,completed
428,2729,2026-03-22,Midwest,completed
429,4965,2025-08-15,Southeast,completed
430,4866,2025-12-11,Southwest,completed
431,1448,2024-07-24,Midwest,completed
432,1623,2025-06-24,Southwest,completed
433,4825,2025-07-05,Southeast,completed
434,3947,2026-02-12,Northeast,completed
435,3374,2026-04-09,Midwest,completed
436,3206,2025-07-06,West,completed
437,2168,2025-11-21,Midwest,completed
438,332,2026-04-13,Southwest,completed
439,562,2026-07-06,Southeast,cancelled
440,2577,2024-12-23,Northeast,completed
441,1556,2026-02-26,Southwest,completed
442,1911,2024-11-11,Midwest,completed
443,4667,2025-05-16,Northeast,completed
444,2611,2026-03-05,Southwest,completed
445,3903,2024-11-01,Northeast,completed
446,1952,2024-12-11,Southwest,completed
447,2905,2025-10-09,Northeast,completed
448,3984,2024-10-04,Midwest,completed
449,2697,2026-08-05,Southwest,completed
450,4336,2024-05-09,Southeast,completed
451,4161,2026-01-15,Midwest,completed
452,1223,2024-12-15,Northeast,completed
453,3038,2024-05-28,West,completed
454,3539,2024-10-13,West,completed
455,3199,2025-05-24,Southwest,completed
456,3570,2024-12-03,Southwest,completed
457,1741,2024-06-25,West,completed
458,3336,2026-07-09,Midwest,completed
459,3785,2024-11-14,Northeast,completed
460,3102,2025-12-14,West,completed
461,807,2025-01-10,Southeast,completed
462,2029,2024-07-17,Southwest,returned
463,951,2026-06-08,Southeast,returned
464,4255,2024-01-03,Northeast,completed
465,1849,2026-04-03,West,completed
466,435,2025-08-07,West,completed
467,4040,2024-09-17,Southeast,completed
468,1093,2025-07-15,Southeast,completed
469,3399,2025-03-03,Northeast,completed
470,28,2024-11-06,Northeast,completed
471,2172,2024-11-07,Midwest,completed
472,2958,2024-02-21,Northeast,completed
473,1643,2024-07-23,Southwest,completed
474,4608,2025-03-14,Northeast,completed
475,1554,2024-02-12,Southeast,completed
476,2141,2026-04-17,Northeast,completed
477,4927,2026-02-19,Southeast,completed
478,680,2026-06-27,Northeast,completed
479,4876,2024-09-09,Midwest,completed
480,3284,2026-04-17,West,cancelled
481,3547,2024-06-07,Southwest,returned
482,1967,2025-12-11,Northeast,completed
483,4723,2024-05-08,Midwest,completed
484,4281,2024-04-22,Northeast,completed
485,3913,2026-05-07,Southwest,completed
486,1254,2026-03-20,West,returned
487,1041,2024-09-02,Northeast,completed
488,1998,2024-12-10,Northeast,completed
489,1472,2025-09-04,West,completed
490,2481,2026-01-17,Midwest,completed
491,116,2026-05-31,West,completed
492,1679,2024-10-27,West,returned
493,1912,2024-07-20,West,completed
494,3831,2026-07-27,Southwest,completed
495,40,2026-05-19,Northeast,completed
496,2266,2026-07-09,Northeast,completed
497,3872,2026-01-18,Southwest,completed
498,2093,2024-09-13,Southwest,completed
499,2061,2025-05-21,West,completed
500,2005,2024-07-18,Southwest,completed
501,2037,2024-05-31,Southeast,completed
502,3975,2024-03-16,Southwest,completed
503,4332,2024-01-31,West,completed
504,3427,2025-11-13,Southeast,completed
505,4400,2025-11-18,Midwest,returned
506,1214,2026-08-15,Midwest,cancelled
507,2767,2026-07-28,Northeast,completed
508,3633,2024-09-04,Southeast,completed
509,583,2025-09-29,West,completed
510,2507,2026-05-17,Northeast,completed
511,4359,2024-10-08,Southeast,completed
512,4097,2024-06-27,Southeast,completed
513,2330,2025-07-15,Southeast,completed
514,876,2026-07-09,Northeast,completed
515,4205,2025-05-22,Midwest,completed
516,2666,2026-05-27,Midwest,completed
517,75,2026-03-18,Midwest,completed
518,1131,2025-11-18,West,completed
519,2568,2024-05-14,Midwest,completed
520,607,2024-07-28,Southeast,completed
521,775,2024-02-02,Southwest,completed
522,3466,2025-11-29,Northeast,completed
523,4518,2024-12-13,Midwest,completed
524,689,2024-02-05,Southwest,completed
525,2011,2024-10-22,Southeast,completed
526,1528,2026-02-17,Midwest,completed
527,2738,2024-04-02,Southeast,returned
528,3328,2024-11-16,Northeast,completed
529,426,2024-12-05,Midwest,completed
530,3591,2024-12-10,Northeast,completed
531,3037,2026-06-15,Midwest,completed
532,615,2026-02-15,Southwest,completed
533,2483,2025-12-26,Southeast,returned
534,365,2024-05-13,Midwest,completed
535,2157,2026-02-11,Southwest,completed
536,973,2025-04-04,Southeast,completed
537,1358,2024-12-06,Midwest,completed
538,1936,2025-11-04,Southwest,completed
539,1441,2025-05-30,West,completed
540,3798,2025-08-25,Northeast,completed
541,4079,2025-12-09,West,completed
542,2986,2024-04-13,Midwest,completed
543,925,2025-04-23,Southeast,completed
544,4137,2025-02-22,West,completed
545,4749,2024-06-20,West,completed
546,3098,2024-04-23,Southwest,completed
547,271,2026-03-14,Midwest,completed
548,2408,2025-01-19,Northeast,returned
549,2648,2025-02-27,Midwest,completed
550,3638,2024-07-07,West,returned
551,3590,2026-03-17,West,completed
552,1756,2025-07-26,Southeast,cancelled
553,2613,2025-05-10,Northeast,completed
554,2570,2024-05-19,Midwest,completed
555,4393,2025-11-15,Midwest,completed
556,4748,2024-02-27,West,completed
557,1769,2026-07-21,Southwest,returned
558,4407,2025-08-10,West,completed
559,4168,2025-11-06,Southeast,completed
560,1022,2024-03-20,West,cancelled
561,4287,2024-08-14,Southeast,completed
562,2910,2025-01-29,West,completed
563,3470,2025-07-15,Midwest,completed
564,3118,2025-12-30,Southwest,completed
565,3202,2024-03-25,West,completed
566,4211,2024-02-26,Midwest,completed
567,1770,2025-08-22,Southwest,completed
568,2504,2026-05-17,Southwest,completed
569,2923,2024-05-14,Southeast,completed
570,4273,2024-11-15,Southwest,completed
571,610,2024-04-17,Southeast,completed
572,1494,2026-06-16,Northeast,completed
573,779,2025-09-12,West,completed
574,2076,2026-05-21,West,completed
575,253,2024-08-04,Northeast,completed
576,2998,2026-01-14,West,completed
577,1456,2026-05-22,West,completed
578,1526,2024-07-02,Southwest,completed
579,1095,2025-04-28,Midwest,completed
580,2461,2024-10-06,Midwest,completed
581,3948,2024-01-30,Southwest,completed
582,4024,2025-05-04,West,returned
583,4240,2025-01-14,Northeast,completed
584,1230,2024-02-01,Southeast,completed
585,144,2025-10-01,Southwest,completed
586,3310,2025-05-09,Southwest,cancelled
587,3376,2024-11-24,Southeast,returned
588,2949,2024-09-02,Midwest,completed
589,4136,2025-05-03,Southeast,completed
590,3204,2026-07-16,Northeast,completed
591,3337,2026-07-07,Southeast,completed
592,1536,2026-05-25,Southeast,completed
593,3685,2024-03-02,West,completed
594,4496,2024-01-18,Southeast,completed
595,1434,2025-10-30,West,completed
596,1534,2025-04-26,Southwest,completed
597,1740,2025-11-29,Midwest,completed
598,1403,2024-06-10,Midwest,completed
599,4873,2024-12-24,Midwest,completed
600,1779,2026-05-23,Southwest,completed
601,3449,2026-01-14,Midwest,completed
602,2834,2026-02-14,West,completed
603,362,2025-04-11,Southeast,completed
604,3441,2024-11-10,Midwest,completed
605,4381,2024-05-19,Southwest,completed
606,4789,2026-07-19,Southeast,completed
607,804,2024-11-16,Southwest,completed
608,2641,2025-09-22,Northeast,completed
609,2271,2025-04-30,West,completed
610,4260,2025-02-20,Northeast,completed
611,3380,2025-12-01,West,completed
612,964,2025-09-30,Southeast,completed
613,2425,2026-03-12,Northeast,completed
614,4528,2025-01-05,Midwest,completed
615,4412,2024-09-08,West,completed
616,1655,2026-07-17,Southwest,completed
617,2412,2025-01-10,West,completed
618,1093,2024-02-02,Southeast,completed
619,3043,2025-09-06,Southeast,completed
620,762,2026-01-09,Southwest,completed
621,1106,2026-04-01,Midwest,returned
622,2435,2026-02-21,West,completed
623,2371,2024-03-18,Southeast,completed
624,1019,2024-07-09,West,completed
625,3768,2025-12-03,Northeast,completed
626,3172,2025-05-26,Southwest,returned
627,2836,2025-08-05,Midwest,completed
628,367,2024-10-09,West,completed
629,4548,2026-04-24,West,completed
630,3704,2024-06-28,West,completed
631,2070,2024-05-31,Southeast,completed
632,4452,2025-01-03,West,completed
633,288,2024-08-26,Northeast,completed
634,3102,2025-07-24,West,completed
635,2428,2024-05-14,Midwest,completed
636,3084,2024-09-07,Southwest,completed
637,4922,2025-02-13,West,completed
638,4911,2024-01-25,Southeast,completed
639,707,2024-02-01,Southeast,completed
640,897,2025-02-03,Southwest,completed
641,1191,2024-03-01,Southeast,completed
642,2307,2024-02-09,West,completed
643,3292,2026-07-03,Southeast,completed
644,4268,2025-12-05,Midwest,completed
645,4894,2024-08-09,West,completed
646,2355,2025-12-28,Northeast,completed
647,40,2026-06-19,Northeast,completed
648,822,2024-09-13,West,completed
649,3495,2024-11-14,Northeast,completed
650,3306,2024-08-25,West,completed
651,2148,2025-05-18,West,completed
652,263,2026-04-22,Southwest,completed
653,2217,2025-06-29,Southeast,completed
654,4856,2026-01-15,West,completed
655,710,2024-12-06,Northeast,completed
656,1617,2024-06-14,Northeast,completed
657,333,2025-10-10,West,completed
658,4073,2025-07-09,Northeast,completed
659,4653,2024-07-18,Southwest,completed
660,3173,2024-05-17,West,cancelled
661,2911,2024-04-01,Northeast,completed
662,4437,2024-09-15,Midwest,completed
663,2796,2024-04-23,Southwest,completed
664,932,2025-09-06,Midwest,completed
665,2804,2025-08-26,Northeast,completed
666,375,2024-01-18,Southeast,cancelled
667,2968,2024-02-21,West,completed
668,1052,2024-03-08,Northeast,completed
669,2590,2025-04-23,Southeast,completed
670,2189,2025-08-20,Southeast,completed
671,1269,2024-09-30,Southeast,completed
672,3856,2025-08-10,West,completed
673,219,2026-06-02,Northeast,completed
674,2196,2025-10-06,Southeast,completed
675,3021,2024-12-27,Southwest,completed
676,1561,2024-07-24,Midwest,completed
677,317,2025-01-07,Northeast,cancelled
678,3975,2024-01-26,Southwest,completed
679,2938,2025-02-03,Northeast,completed
680,2656,2024-11-27,West,completed
681,4220,2026-05-29,Midwest,completed
682,129,2025-11-08,West,completed
683,750,2026-05-30,Northeast,completed
684,2458,2024-01-26,West,completed
685,3116,2024-07-10,Northeast,completed
686,662,2026-07-25,Midwest,cancelled
687,1431,2026-02-14,Southeast,completed
688,268,2024-03-25,Northeast,completed
689,539,2024-08-09,Northeast,completed
690,4728,2025-10-11,West,completed
691,3380,2024-03-01,West,completed
692,2580,2025-04-27,Midwest,completed
693,1524,2025-08-05,West,completed
694,907,2025-06-16,Midwest,completed
695,2705,2025-02-16,West,completed
696,1443,2025-07-10,Midwest,completed
697,1295,2024-02-13,Midwest,returned
698,4796,2025-06-03,Midwest,completed
699,2831,2026-03-30,Southeast,completed
700,3233,2024-12-17,Midwest,completed
701,625,2025-06-17,Midwest,completed
702,2365,2026-01-30,West,completed
703,101,2026-01-17,Southeast,completed
704,4016,2024-09-18,Southeast,completed
705,4946,2026-04-15,Northeast,completed
706,1714,2024-08-27,Southwest,completed
707,1180,2025-05-27,Southeast,completed
708,3454,2025-08-17,West,completed
709,115,2024-01-02,West,completed
710,3063,2026-06-26,Southeast,returned
711,4057,2024-10-30,West,returned
712,1782,2025-12-29,Northeast,completed
713,656,2024-03-29,West,completed
714,1442,2024-06-26,West,completed
715,2065,2024-07-16,Northeast,cancelled
716,4892,2024-09-15,Midwest,completed
717,1536,2026-07-25,Southeast,completed
718,2836,2026-02-23,Midwest,completed
719,4799,2024-03-01,Southwest,completed
720,3631,2026-03-31,Northeast,completed
721,1236,2024-03-25,Southeast,completed
722,1502,2025-06-06,Southeast,completed
