ITEM_ID,ORDER_ID,PROD_ID,qty,unit_price
82,30,784,1,339.75
83,31,297,1,400.09
84,32,428,1,133.99
85,32,157,2,453.11
86,33,736,1,355.58
87,33,500,1,90.75
88,34,257,2,430.62
89,34,141,2,172.32
90,34,449,2,174.99
91,35,241,4,354.3
92,35,129,4,74.36
93,35,550,4,201.59
94,35,213,4,292.8
95,35,447,4,420.86
96,36,669,1,231.88
97,37,710,4,19.09
98,38,536,1,139.62
99,38,359,3,150.07
100,38,432,3,340.64
101,38,477,1,269.39
102,38,613,2,405.36
103,39,717,4,220.03
104,40,783,1,116.41
105,41,360,4,135.24
106,41,118,2,105.02
107,41,725,4,482.51
108,42,274,3,415.11
109,42,25,2,301.32
110,42,447,1,408.72
111,43,551,2,166.17
112,44,773,1,25.12
113,44,332,3,204.41
114,44,443,4,319.01
115,44,757,4,301.29
116,45,730,2,312.52
117,45,394,4,189.79
118,45,517,3,127.24
119,45,737,3,474.76
120,45,712,3,294.13
121,46,123,4,399.91
122,46,464,4,194.98
123,46,440,3,34.77
124,47,579,4,156.62
125,48,117,1,30.74
126,48,633,3,342.39
127,49,135,3,233.91
128,49,51,4,226.76
129,49,444,1,432.55
130,49,22,3,31.24
131,49,225,2,74.76
132,50,160,2,463.87
133,51,283,3,160.35
134,51,444,1,474.79
135,52,607,1,213.94
136,52,396,3,238.1
137,53,413,3,221.88
138,54,212,3,436.22
139,54,723,1,376.8
140,54,232,4,465.42
141,54,582,1,210.65
142,55,438,3,392.94
143,56,23,1,425.37
144,56,643,4,369.3
145,56,711,4,401.28
146,56,408,1,518.0
147,56,737,1,434.25
148,57,175,1,239.69
149,57,439,2,239.09
150,57,472,1,304.7
151,57,648,1,126.28
152,58,414,4,447.42
153,59,76,3,283.82
154,59,664,1,284.16
155,59,292,3,309.2
156,60,159,4,199.16
157,60,340,1,330.98
158,60,111,1,403.71
159,61,477,3,197.09
160,61,331,1,45.51
161,62,136,1,194.99
162,63,401,4,289.39
163,63,382,1,218.14
164,63,696,2,210.43
165,64,13,4,240.85
166,64,198,1,188.02
167,64,79,1,318.95
168,64,173,2,403.05
169,65,55,3,199.35
170,65,306,4,119.73
171,65,369,2,134.28
172,65,407,3,298.1
173,65,284,2,261.99
174,66,462,4,276.71
175,66,537,2,455.34
176,67,357,4,290.29
177,68,242,2,486.92
178,68,222,1,215.4
179,68,377,3,442.22
180,68,780,1,235.94
181,68,386,2,475.8
182,69,754,1,277.27
183,69,730,1,412.12
184,69,800,4,209.23
185,69,557,4,152.84
186,70,356,1,143.12
187,70,766,4,84.73
188,70,123,1,407.9
189,71,761,3,22.38
190,71,630,3,69.9
191,71,175,1,293.7
192,72,124,2,203.36
193,72,718,2,237.68
194,72,763,4,355.04
195,72,548,2,374.98
196,72,52,2,116.31
197,73,743,3,414.27
198,73,113,2,215.41
199,73,528,3,80.62
200,73,414,3,452.71
201,73,782,1,25.21
202,74,759,1,87.88
203,74,346,4,227.84
204,75,527,3,309.13
205,76,688,1,87.87
206,76,307,4,308.56
207,77,582,4,213.58
208,77,500,1,98.03
209,78,652,1,496.0
210,79,602,4,115.21
211,79,514,1,34.93
212,79,718,3,236.82
213,79,43,1,330.77
214,80,267,4,46.02
215,80,222,3,236.23
216,80,36,2,114.57
217,81,764,4,166.96
218,81,754,1,327.48
219,81,458,2,314.8
220,81,765,3,257.63
221,81,132,1,268.56
222,82,424,3,294.03
223,82,175,4,264.38
224,82,165,3,340.17
225,83,266,1,58.42
226,83,758,1,199.31
227,84,716,3,267.39
228,84,348,2,402.35
229,84,400,1,92.79
230,84,3,1,178.78
231,84,52,2,92.07
232,85,346,1,284.22
233,85,724,3,182.69
234,86,401,4,223.36
235,86,337,4,150.11
236,87,773,1,25.51
237,87,8,4,122.32
238,87,393,4,313.55
239,88,225,2,67.18
240,88,462,2,228.71
241,88,175,4,293.56
242,88,44,4,304.5
243,89,490,3,382.26
244,89,744,1,238.63
245,89,683,2,123.55
246,89,672,4,15.71
247,90,66,2,309.42
248,90,143,4,324.49
249,90,22,1,31.91
250,91,313,1,332.11
251,91,665,2,58.56
252,91,406,2,191.16
253,91,112,1,88.08
254,92,30,2,283.22
255,93,184,2,365.57
256,93,289,4,111.31
257,93,359,4,127.91
258,94,467,2,451.56
259,94,678,2,335.0
260,94,597,3,539.08
261,95,624,1,111.78
262,95,693,3,154.86
263,95,121,2,194.6
264,96,43,4,403.52
265,96,446,1,136.69
266,96,705,4,17.24
267,96,590,1,106.62
268,96,226,3,131.57
269,97,380,1,423.51
270,97,405,4,109.23
271,98,553,4,372.55
272,98,769,2,186.22
273,99,630,2,74.06
274,100,248,4,218.96
275,100,26,3,187.25
276,100,19,2,192.7
277,100,372,3,215.27
278,101,357,4,284.2
279,101,408,1,436.21
280,101,508,2,7.32
281,102,46,2,56.01
282,102,641,2,194.42
283,103,527,1,273.8
284,103,68,3,135.0
285,103,606,3,347.03
286,104,141,1,202.71
287,104,410,4,37.1
288,104,671,2,272.82
289,105,8,4,137.35
290,105,787,1,313.01
291,105,469,1,359.8
292,105,267,4,48.76
293,105,758,1,161.23
294,106,651,1,361.74
295,106,462,3,293.87
296,106,767,4,175.25
297,106,711,3,403.64
298,107,669,2,225.92
299,107,479,4,112.75
300,107,367,2,92.21
301,107,95,3,248.57
302,107,587,3,287.1
303,108,251,4,23.38
304,108,499,4,266.39
305,109,272,4,201.85
306,109,249,1,303.05
307,109,323,4,78.42
308,109,351,1,423.22
309,110,189,1,91.25
310,110,674,3,280.55
311,111,463,4,91.58
312,111,142,4,205.88
313,111,328,4,334.37
314,111,361,1,299.91
315,112,188,2,382.12
316,112,298,3,247.49
317,113,406,4,162.92
318,113,185,1,75.7
319,114,586,2,214.34
320,115,45,1,113.99
321,115,600,3,108.51
322,115,307,4,308.28
323,115,472,1,294.93
324,116,385,1,224.42
325,116,176,3,474.17
326,116,528,1,99.29
327,116,487,2,314.95
328,117,206,1,192.08
329,117,176,4,404.26
330,117,742,2,11.18
331,118,78,2,336.08
332,118,619,1,283.72
333,118,473,1,324.59
334,118,439,2,229.16
335,118,476,4,416.99
336,119,594,4,261.3
337,119,657,2,83.19
338,119,787,4,273.7
339,119,466,4,520.79
340,119,760,4,345.05
341,120,776,2,40.85
342,120,679,4,64.41
343,120,598,1,83.45
344,120,73,4,119.27
345,120,174,1,14.67
346,121,12,1,420.32
347,121,764,2,231.85
348,121,754,3,319.19
349,121,1,1,251.05
350,122,317,1,172.35
351,122,359,4,133.81
352,122,786,1,319.98
353,122,123,1,414.16
354,123,176,4,455.83
355,123,138,4,311.84
356,123,733,3,475.5
357,124,324,4,358.67
358,124,482,2,150.57
359,124,256,1,335.99
360,125,20,4,240.88
361,126,37,2,56.15
362,126,738,1,277.79
363,126,64,2,84.52
364,126,369,2,129.67
365,127,174,1,13.88
366,127,535,2,145.06
367,128,190,4,274.21
368,128,119,3,261.34
369,128,81,4,527.09
370,129,616,2,439.02
371,130,60,1,83.94
372,130,490,1,464.06
373,130,277,1,299.31
374,131,263,2,502.21
375,131,142,1,247.93
376,132,784,1,323.34
377,132,395,2,341.36
378,132,324,2,467.43
379,132,78,2,372.35
380,133,607,3,152.62
381,133,777,3,471.77
382,134,9,3,244.9
383,134,119,4,191.91
384,134,205,3,77.65
385,135,334,3,32.05
386,135,110,3,57.01
387,135,629,2,166.9
388,135,19,2,190.65
389,136,134,2,336.32
390,137,494,1,71.51
391,137,711,3,390.01
392,137,358,4,273.03
393,137,605,4,381.09
394,137,787,2,315.36
395,138,501,4,375.94
396,138,108,2,492.93
397,138,417,2,64.0
398,139,791,1,95.6
399,139,792,2,352.31
400,139,710,1,19.2
401,139,529,3,199.01
402,139,530,4,274.57
403,140,365,2,180.52
404,140,505,3,453.08
405,140,160,4,479.28
406,140,118,2,113.25
407,140,476,4,416.35
408,141,91,1,418.7
409,142,342,2,31.8
410,143,569,1,493.11
411,143,221,1,197.82
412,144,604,2,176.77
413,145,231,2,272.94
414,145,600,3,91.26
415,145,178,1,173.97
416,145,184,2,372.21
417,146,761,3,23.27
418,146,562,4,83.91
419,146,303,1,245.31
420,146,451,1,158.96
421,146,9,4,245.6
422,147,344,1,528.73
423,147,407,3,331.01
424,147,59,3,456.69
425,147,240,1,199.8
426,148,774,2,36.12
427,148,463,1,100.06
428,148,293,3,69.66
429,148,523,1,348.6
430,149,15,1,487.23
431,149,730,4,315.36
432,149,725,4,431.55
433,149,528,2,99.87
434,149,302,3,46.45
435,150,228,1,374.45
436,150,449,4,200.49
437,150,743,2,375.6
438,150,794,2,467.36
439,151,614,4,186.46
440,151,238,2,371.93
441,151,506,3,364.8
442,151,611,3,22.49
443,152,438,3,457.76
444,153,246,3,273.59
445,153,503,3,47.59
446,154,779,4,116.86
447,154,279,4,371.64
448,154,5,3,78.18
449,154,467,4,409.48
450,155,577,3,255.94
451,155,704,1,126.21
452,155,499,4,277.56
453,156,334,4,32.49
454,156,635,3,531.47
455,157,781,2,495.21
456,157,163,2,31.05
457,157,362,2,11.16
458,157,499,4,267.43
459,158,119,3,187.57
460,158,343,3,435.76
461,158,287,1,164.98
462,158,390,1,153.49
463,158,76,2,312.9
464,159,441,3,72.49
465,159,1,1,242.0
466,160,705,3,19.04
467,160,751,4,267.39
468,160,496,4,272.3
469,160,63,2,379.56
470,161,772,2,178.76
471,161,305,1,348.88
472,161,335,3,356.82
473,161,502,1,159.76
474,162,725,3,427.94
475,163,306,1,141.08
476,163,518,2,118.56
477,163,334,4,37.53
478,163,146,3,492.23
479,163,474,1,275.63
480,164,767,1,210.74
481,164,482,4,167.01
482,164,568,2,22.56
483,165,86,2,46.92
484,166,469,4,447.72
485,166,25,4,271.17
486,166,597,3,515.28
487,166,682,1,106.78
488,167,110,3,56.23
489,168,8,2,156.76
490,169,362,2,11.03
491,170,533,3,437.01
492,170,713,1,128.53
493,170,155,4,171.3
494,171,462,2,327.86
495,171,220,3,109.74
496,171,610,1,31.38
497,172,607,4,152.36
498,172,655,1,356.73
499,173,19,1,203.63
500,173,30,3,316.19
501,174,363,4,102.24
502,174,10,2,423.2
503,174,183,1,312.28
504,174,635,1,457.39
505,175,395,4,398.75
506,176,353,4,330.52
507,176,40,3,102.91
508,177,757,2,304.89
509,177,288,4,274.61
510,177,4,2,36.05
511,177,750,1,129.94
512,178,169,1,182.92
513,178,197,4,324.48
514,178,599,3,241.08
515,178,437,1,162.49
516,178,536,1,126.9
517,179,302,2,53.36
518,179,180,3,279.15
519,179,32,2,290.02
520,179,732,2,195.57
521,180,426,4,123.54
522,180,694,2,7.34
523,181,498,2,109.95
524,182,710,3,15.05
525,182,334,1,37.37
526,183,756,3,297.13
527,183,256,1,298.41
528,183,532,1,433.1
529,183,426,1,95.81
530,184,623,3,413.37
531,184,391,2,440.55
532,185,436,2,151.83
533,186,580,3,475.79
534,187,489,3,437.2
535,188,209,2,57.8
536,188,26,4,177.97
537,189,457,3,319.56
538,189,748,4,241.18
539,190,432,3,411.22
540,190,356,4,168.81
541,190,692,4,368.8
542,191,114,3,160.76
543,191,355,2,351.27
544,191,526,2,90.01
545,191,745,3,461.73
546,192,343,1,521.69
547,192,540,2,197.51
548,192,109,1,429.07
549,193,566,2,300.09
550,193,231,3,245.35
551,193,375,4,227.17
552,194,368,4,55.49
553,194,644,3,338.74
554,195,780,2,271.97
555,195,223,1,284.1
556,195,44,4,281.74
557,195,698,4,98.48
558,196,384,1,112.68
559,196,132,1,281.38
560,197,203,4,323.32
561,197,123,1,313.59
562,197,796,3,63.86
563,197,715,2,399.56
564,197,228,2,378.97
565,198,306,1,158.24
566,199,148,1,194.78
567,199,521,4,349.97
568,200,576,2,158.07
569,200,34,3,465.18
570,201,544,4,97.82
571,202,679,1,62.92
572,202,494,4,69.14
573,202,759,2,83.42
574,202,301,3,334.47
575,202,699,1,252.9
576,203,661,2,142.22
577,203,558,3,214.59
578,203,266,4,74.64
579,203,666,4,94.98
580,203,96,4,172.0
581,204,497,3,358.4
582,204,419,3,34.94
583,205,407,3,277.64
584,205,94,1,136.27
585,205,259,1,378.32
586,205,279,2,453.38
587,206,551,1,144.19
588,206,600,1,92.75
589,206,102,1,390.03
590,207,333,1,360.8
591,207,279,4,511.4
592,207,239,3,309.89
593,207,711,1,426.79
594,208,128,4,120.12
595,208,223,3,260.28
596,208,175,4,231.38
597,208,794,1,438.24
598,209,273,1,192.38
599,209,202,4,112.42
600,209,100,2,391.43
601,209,455,3,15.9
602,210,100,3,328.23
603,210,378,2,58.22
604,210,249,3,293.24
605,210,761,1,26.58
606,210,689,2,380.07
607,211,81,1,438.34
608,211,305,2,420.04
609,212,407,1,320.72
610,212,339,4,148.24
611,212,592,2,239.67
612,212,646,3,94.48
613,213,538,3,321.13
614,213,490,3,439.26
615,213,278,4,312.35
616,213,390,4,161.99
617,214,45,4,96.73
618,214,664,1,265.75
619,214,132,4,210.47
620,214,534,4,474.05
621,215,187,3,316.92
622,216,457,4,290.01
623,216,480,4,138.86
624,217,58,1,194.08
625,218,736,3,358.1
626,218,717,3,194.78
627,218,299,3,380.58
628,218,501,4,411.22
629,218,643,4,346.47
630,219,763,1,349.36
631,219,172,4,88.43
632,220,410,1,35.26
633,221,218,2,201.24
634,221,787,4,264.36
635,222,470,1,10.15
636,222,193,4,245.41
637,223,619,4,254.34
638,223,193,2,226.18
639,223,59,1,450.35
640,223,696,2,227.73
641,223,566,4,261.34
642,224,668,2,167.83
643,224,710,1,16.51
644,224,297,2,352.16
645,224,641,1,201.61
646,224,546,4,67.82
647,225,283,1,115.72
648,225,629,3,198.06
649,225,165,2,324.31
650,225,378,2,71.84
651,226,264,2,538.75
652,226,539,2,84.05
653,226,563,1,374.0
654,227,16,4,376.45
655,227,107,2,122.9
656,227,27,2,88.81
657,227,539,2,107.47
658,227,360,4,111.03
659,228,482,1,173.34
660,228,538,4,300.27
661,229,272,2,193.53
662,230,726,2,198.65
663,231,78,4,359.23
664,231,321,2,11.83
665,231,205,1,94.34
666,231,747,3,22.01
667,231,225,4,71.91
668,232,109,2,468.97
669,233,398,1,362.02
670,233,298,4,220.36
671,233,233,4,34.57
672,233,466,2,457.14
673,234,212,3,368.85
674,234,528,4,89.73
675,234,514,4,41.58
676,234,744,4,178.5
677,234,70,3,384.81
678,235,246,4,278.88
679,235,203,2,402.08
680,236,738,1,327.02
681,236,341,3,189.34
682,236,272,2,213.09
683,237,309,3,281.42
684,238,623,4,321.2
685,238,227,4,16.77
686,238,587,4,228.31
687,238,766,3,97.84
688,238,706,1,290.0
689,239,81,1,382.61
690,240,685,1,333.63
691,240,570,3,461.87
692,240,595,4,239.23
693,240,504,4,400.12
694,241,363,1,132.43
695,241,646,4,74.41
696,242,677,2,232.95
697,243,570,1,385.03
698,243,423,4,463.06
699,244,330,2,378.25
700,245,420,1,130.46
701,245,302,4,47.13
702,246,592,3,268.24
703,246,86,3,38.03
704,247,577,2,241.2
705,247,226,4,116.06
706,247,596,4,161.89
707,247,189,2,107.5
708,247,58,3,181.12
709,248,794,2,342.4
710,248,29,4,390.19
711,249,403,1,363.34
712,250,411,4,142.75
713,250,520,4,78.38
714,251,353,3,368.31
715,252,512,1,266.09
716,252,405,1,132.63
717,252,332,3,160.82
718,252,415,4,359.69
719,252,640,4,228.98
720,253,793,1,330.01
721,254,398,4,447.54
722,254,361,4,254.35
723,254,717,4,214.58
724,255,401,4,260.61
725,255,234,2,175.01
726,256,294,4,294.87
727,256,660,4,124.49
728,257,453,3,295.59
729,257,460,3,283.55
730,257,246,3,225.7
731,258,613,1,413.28
732,258,130,1,24.72
733,258,252,4,513.31
734,258,715,4,309.67
735,259,710,1,20.63
736,259,644,2,342.43
737,259,778,1,376.98
738,259,527,4,333.65
739,260,307,3,340.09
740,260,261,1,327.42
741,260,779,4,93.06
742,260,609,3,265.77
743,260,698,1,98.56
744,261,602,2,126.61
745,261,766,2,93.62
746,261,426,4,93.02
747,261,584,2,205.58
748,261,638,1,28.51
749,262,326,2,8.33
750,262,520,4,84.91
751,262,99,2,79.14
752,263,249,2,265.04
753,263,63,4,496.01
754,264,740,2,338.96
755,264,252,2,456.83
756,264,488,3,430.93
757,265,548,3,293.05
758,265,780,1,308.63
759,266,788,2,307.1
760,267,223,3,240.82
761,267,715,2,379.05
762,267,523,2,399.02
763,267,277,1,295.59
764,267,494,3,58.99
765,268,469,3,392.95
766,268,110,2,46.34
767,268,314,2,321.12
768,268,694,4,8.31
769,269,613,2,341.22
770,269,195,2,59.22
771,269,263,1,485.43
772,269,354,1,460.0
773,269,397,2,28.23
774,270,451,4,226.27
775,270,507,3,324.92
776,270,624,4,92.41
777,271,42,2,430.82
778,271,781,3,521.43
779,271,224,2,197.23
780,271,239,4,296.72
781,272,766,2,77.27
782,273,31,2,137.7
783,273,316,3,379.06
784,273,321,3,12.96
785,274,5,3,71.65
786,274,484,2,118.64
787,275,88,3,130.98
788,275,537,1,384.7
789,276,41,4,276.27
790,277,136,3,247.29
791,277,15,4,446.07
792,277,563,1,521.29
793,277,26,3,159.14
794,277,595,2,337.78
795,278,410,1,39.5
796,278,728,1,300.19
797,278,182,2,24.67
798,278,563,1,434.01
799,278,723,2,432.57
800,279,324,3,471.24
801,279,748,4,192.41
802,280,142,4,201.19
803,280,16,1,455.57
804,281,453,2,272.02
805,281,130,4,22.48
806,282,548,3,324.53
807,283,165,3,291.57
808,284,442,1,251.34
809,284,618,4,448.21
810,285,301,1,301.46
811,286,590,2,96.83
812,287,315,2,146.52
813,287,452,2,401.44
814,287,200,4,254.74
815,288,773,2,28.08
816,288,49,4,106.28
817,288,447,1,393.0
818,288,334,4,32.27
819,288,409,4,484.86
820,289,648,2,120.89
821,290,539,1,99.69
822,291,788,3,304.42
823,291,170,1,398.37
824,291,357,2,280.74
825,291,208,1,116.91
826,291,8,4,121.02
827,292,115,3,365.48
828,292,94,1,152.89
829,293,572,1,396.03
830,293,550,1,180.38
831,293,174,1,12.03
832,294,603,1,512.93
833,294,442,1,293.11
834,294,311,2,20.3
835,295,35,3,123.66
836,295,96,3,179.58
837,296,675,3,145.43
838,296,67,2,140.11
839,297,709,4,452.79
840,298,766,4,93.75
841,298,332,2,208.35
842,298,479,3,100.02
843,298,461,2,18.07
844,298,754,1,267.99
845,299,302,1,48.89
846,300,566,4,305.91
847,300,183,4,315.19
848,301,412,1,223.54
849,301,463,4,81.36
850,301,253,1,183.0
851,302,786,1,316.96
852,302,85,3,262.1
853,302,736,1,339.86
854,302,220,4,81.33
855,303,56,1,290.82
856,303,303,1,240.34
857,304,491,2,109.67
858,304,70,1,465.44
859,304,421,3,295.24
860,304,734,4,268.66
861,304,631,3,399.07
862,305,770,2,73.13
863,305,181,2,29.47
864,305,303,4,289.1
865,305,324,2,511.18
866,305,710,3,17.47
867,306,488,2,360.27
868,306,346,2,295.18
869,306,250,3,88.33
870,306,612,4,198.47
871,306,368,2,75.67
872,307,718,3,235.87
873,307,239,1,246.82
874,307,701,3,350.17
875,307,184,1,279.43
876,307,289,1,144.0
877,308,320,3,243.03
878,308,101,1,447.51
879,308,307,4,386.23
880,308,757,2,368.82
881,309,490,3,398.49
882,309,800,1,169.97
883,309,553,1,443.2
884,310,293,1,74.6
885,310,262,4,225.18
886,311,391,3,474.38
887,311,408,1,446.18
888,312,348,4,357.74
889,313,44,3,329.66
890,313,637,4,114.29
891,313,717,3,187.67
892,313,638,4,31.34
893,313,609,4,310.46
894,314,625,2,402.39
895,314,56,3,285.96
896,314,187,4,292.64
897,314,149,3,115.35
898,315,309,2,216.71
899,315,611,3,24.56
900,315,673,3,284.09
901,315,642,3,453.74
902,315,524,3,134.05
903,316,348,2,322.29
904,317,429,4,17.04
905,317,766,3,99.26
906,317,800,2,192.03
907,318,670,2,265.16
908,319,601,2,301.78
909,319,668,1,143.45
910,319,179,3,487.83
911,320,16,4,468.95
912,320,128,2,96.24
913,320,610,3,25.32
914,320,605,2,503.29
915,321,80,1,189.52
916,322,113,4,222.29
917,323,402,2,256.03
918,323,765,2,225.51
919,323,369,1,104.48
920,323,739,4,122.44
921,324,245,3,74.23
922,325,702,1,104.84
923,325,647,4,505.19
924,325,376,2,553.19
925,326,242,1,470.7
926,326,324,1,443.12
927,326,391,2,474.99
928,327,342,4,24.36
929,327,772,2,193.0
930,327,137,1,280.51
931,327,412,2,249.19
932,328,451,2,196.31
933,328,38,1,31.67
934,328,130,4,27.77
935,328,358,4,190.95
936,328,25,3,236.02
937,329,527,1,296.31
938,329,64,1,72.13
939,329,480,3,148.45
940,330,687,1,206.82
941,330,68,2,123.33
942,330,744,4,231.46
943,330,426,2,93.92
944,331,86,2,38.18
945,331,448,1,410.64
946,331,659,3,99.84
947,331,501,4,346.94
948,331,53,2,134.04
949,332,798,1,82.59
950,332,87,4,43.05
951,332,587,4,286.54
952,332,771,2,248.21
953,332,71,2,60.04
954,333,156,3,459.95
955,333,782,3,25.79
956,334,193,4,205.21
957,334,524,4,142.26
958,335,47,3,193.58
959,336,626,3,177.5
960,337,416,4,253.83
961,337,526,4,91.34
962,337,235,4,40.8
963,337,320,3,198.43
964,338,178,2,246.51
965,338,594,3,351.89
966,338,478,1,256.42
967,339,528,4,84.76
968,339,687,4,219.11
969,339,497,4,350.26
970,339,790,3,21.68
971,339,736,4,297.99
972,340,25,1,319.64
973,340,536,4,157.69
974,341,418,2,369.29
975,341,370,4,361.91
976,341,304,4,266.4
977,341,776,1,52.42
978,342,569,4,493.46
979,342,641,1,155.85
980,342,48,1,260.66
981,343,137,4,273.51
982,343,184,2,295.32
983,343,473,2,308.56
984,343,264,4,404.92
985,343,476,4,421.45
986,344,22,3,35.74
987,344,620,1,34.49
988,344,455,1,13.59
989,344,121,3,164.92
990,344,644,2,446.59
991,345,776,2,38.4
992,345,640,4,251.99
993,346,273,4,174.19
994,346,432,3,312.83
995,346,529,4,183.85
996,347,369,1,113.51
997,347,422,3,223.22
998,347,691,1,57.28
999,348,563,2,491.81
1000,348,444,1,353.85
1001,349,265,1,196.15
1002,349,253,4,182.54
1003,349,749,2,443.23
1004,349,81,4,445.94
1005,349,311,2,18.81
1006,350,111,1,305.65
1007,350,271,2,313.46
1008,351,537,3,426.14
1009,351,11,3,494.56
1010,352,396,1,337.27
1011,353,457,3,344.1
1012,353,34,1,553.46
1013,353,24,1,372.63
1014,353,81,1,406.16
1015,354,34,2,546.11
1016,354,35,2,140.69
1017,354,71,3,71.91
1018,354,526,4,75.54
1019,354,514,3,44.05
1020,355,272,2,241.19
1021,355,561,3,533.9
1022,355,527,4,304.98
1023,356,748,4,234.68
1024,356,233,1,34.38
1025,356,243,3,403.21
1026,357,228,3,332.85
1027,357,375,4,238.82
1028,357,437,2,207.55
1029,357,463,3,98.83
1030,358,419,1,36.29
1031,358,10,4,505.41
1032,358,752,1,82.44
1033,359,730,4,311.58
1034,359,348,2,386.4
1035,359,170,4,297.57
1036,359,257,2,386.45
1037,360,437,3,168.8
1038,360,347,1,20.85
1039,360,435,2,138.37
1040,361,788,4,272.22
1041,361,182,3,25.2
1042,361,312,4,540.29
1043,361,28,3,271.3
1044,361,386,1,413.17
1045,362,240,1,169.85
1046,363,577,1,238.85
1047,363,699,4,289.58
1048,363,145,3,335.17
1049,363,704,1,127.18
1050,363,176,4,536.74
1051,364,771,1,238.19
1052,364,150,2,41.45
1053,365,697,4,498.53
1054,365,433,3,531.29
1055,365,674,2,329.47
1056,366,634,2,217.43
1057,366,236,1,546.66
1058,367,266,4,54.67
1059,367,566,2,292.79
1060,368,421,2,315.94
1061,368,200,3,235.63
1062,369,44,1,321.46
1063,369,140,1,390.37
1064,369,657,1,64.52
1065,369,249,3,311.68
1066,370,180,2,311.18
1067,370,768,2,128.76
1068,370,622,4,357.03
1069,370,458,3,286.78
1070,370,690,2,70.61
1071,371,342,2,26.11
1072,372,175,2,270.35
1073,372,471,4,265.38
1074,372,749,4,441.07
1075,373,301,3,302.25
1076,373,423,4,546.41
1077,373,216,1,231.96
1078,374,63,1,398.75
1079,374,278,1,312.58
1080,375,235,2,41.5
1081,375,7,4,294.28
1082,375,144,2,449.2
1083,375,232,1,520.06
1084,376,171,1,257.27
1085,377,421,3,349.18
1086,377,698,3,108.7
1087,377,641,3,176.41
1088,378,16,4,324.14
1089,378,252,4,418.53
1090,378,374,1,380.31
1091,378,72,2,115.64
1092,378,222,2,218.89
1093,379,756,4,384.59
1094,379,194,1,253.55
1095,379,521,3,375.85
1096,380,250,1,88.83
1097,380,696,4,234.71
1098,381,613,4,349.11
1099,381,304,3,297.78
1100,381,66,3,390.98
1101,382,640,1,244.42
1102,382,388,3,288.96
1103,382,174,1,16.09
1104,382,661,1,133.82
1105,382,617,3,398.88
1106,383,336,4,40.31
1107,383,272,4,234.05
1108,384,425,4,346.54
1109,384,685,3,385.31
1110,384,643,1,325.49
1111,385,75,2,34.69
1112,385,775,2,197.03
1113,386,452,1,359.54
1114,386,695,2,282.16
1115,387,24,1,448.77
1116,388,168,2,309.35
1117,388,595,4,335.52
1118,388,85,1,241.71
1119,389,674,1,308.38
1120,389,271,4,319.69
1121,390,517,4,137.37
1122,390,338,2,210.0
1123,390,95,3,293.84
1124,390,322,2,437.71
1125,390,275,1,135.21
1126,391,338,1,239.65
1127,391,517,2,128.75
1128,391,685,2,388.1
1129,391,406,3,183.96
1130,392,115,4,316.46
1131,393,21,2,365.35
1132,393,720,1,352.32
1133,393,222,3,236.1
1134,393,254,2,249.57
1135,393,311,1,23.45
1136,394,229,3,171.54
1137,394,593,1,295.53
1138,394,520,2,87.31
1139,395,87,2,41.49
1140,395,279,4,374.39
1141,395,335,4,375.78
1142,395,707,1,199.52
1143,396,628,2,248.26
1144,396,648,2,130.5
1145,396,666,2,110.57
1146,396,526,3,88.18
1147,396,502,2,162.11
1148,397,760,3,478.7
1149,398,532,3,456.06
